date,city,temp_max,temp_min,rainfall
2022-03-29,Mumbai,33.6,23.3,0.0
2022-03-30,Mumbai,33.9,22.9,0.0
2022-03-31,Mumbai,32.0,22.1,0.0
2022-04-01,Mumbai,33.1,22.2,0.0
2022-04-02,Mumbai,31.1,23.4,0.0
2022-04-03,Mumbai,31.7,23.1,0.0
2022-04-04,Mumbai,32.2,25.1,0.0
2022-04-05,Mumbai,32.3,24.8,0.0
2022-04-06,Mumbai,32.1,25.0,0.0
2022-04-07,Mumbai,32.7,25.3,0.0
2022-04-08,Mumbai,33.5,24.5,0.0
2022-04-09,Mumbai,32.2,26.1,0.0
2022-04-10,Mumbai,32.7,26.1,0.0
2022-04-11,Mumbai,32.6,25.7,0.0
2022-04-12,Mumbai,33.7,24.1,0.0
2022-04-13,Mumbai,35.0,24.3,0.0
2022-04-14,Mumbai,32.2,25.3,0.0
2022-04-15,Mumbai,32.2,25.5,0.0
2022-04-16,Mumbai,31.7,23.5,0.0
2022-04-17,Mumbai,32.1,24.8,0.0
2022-04-18,Mumbai,31.6,24.9,0.0
2022-04-19,Mumbai,32.3,24.9,0.0
2022-04-20,Mumbai,33.0,25.2,0.0
2022-04-21,Mumbai,38.5,28.2,0.0
2022-04-22,Mumbai,36.5,26.9,0.0
2022-04-23,Mumbai,37.2,26.4,0.0
2022-04-24,Mumbai,34.0,27.1,0.0
2022-04-25,Mumbai,36.6,25.5,0.0
2022-04-26,Mumbai,34.0,26.4,0.0
2022-04-27,Mumbai,35.5,26.0,0.0
2022-04-28,Mumbai,36.3,26.5,0.0
2022-04-29,Mumbai,33.4,27.9,0.0
2022-04-30,Mumbai,33.2,25.8,0.0
2022-05-01,Mumbai,33.1,26.3,0.0
2022-05-02,Mumbai,32.7,28.0,0.0
2022-05-03,Mumbai,33.0,27.4,0.0
2022-05-04,Mumbai,32.8,27.0,0.0
2022-05-05,Mumbai,33.2,25.8,0.0
2022-05-06,Mumbai,32.9,26.5,0.1
2022-05-07,Mumbai,33.2,26.2,0.0
2022-05-08,Mumbai,33.3,26.4,0.0
2022-05-09,Mumbai,32.7,27.0,0.0
2022-05-10,Mumbai,32.8,28.1,0.0
2022-05-11,Mumbai,32.6,27.6,0.0
2022-05-12,Mumbai,32.7,28.6,0.0
2022-05-13,Mumbai,32.2,28.4,0.0
2022-05-14,Mumbai,32.5,28.2,0.0
2022-05-15,Mumbai,33.0,28.3,0.0
2022-05-16,Mumbai,32.8,27.4,0.0
2022-05-17,Mumbai,33.0,28.0,0.0
2022-05-18,Mumbai,32.4,27.5,0.0
2022-05-19,Mumbai,32.3,27.6,0.0
2022-05-20,Mumbai,32.2,28.0,0.1
2022-05-21,Mumbai,32.6,28.7,0.1
2022-05-22,Mumbai,32.6,28.9,1.0
2022-05-23,Mumbai,32.9,28.7,2.7
2022-05-24,Mumbai,32.7,28.4,0.4
2022-05-25,Mumbai,32.5,27.7,0.6
2022-05-26,Mumbai,32.9,28.0,0.0
2022-05-27,Mumbai,33.4,28.6,0.0
2022-05-28,Mumbai,33.1,28.7,0.0
2022-05-29,Mumbai,33.2,29.0,0.1
2022-05-30,Mumbai,32.7,28.4,0.1
2022-05-31,Mumbai,33.0,28.2,0.0
2022-06-01,Mumbai,32.4,28.4,0.0
2022-06-02,Mumbai,32.3,28.0,0.0
2022-06-03,Mumbai,31.9,27.7,0.0
2022-06-04,Mumbai,32.5,27.7,0.0
2022-06-05,Mumbai,32.5,27.6,0.0
2022-06-06,Mumbai,32.2,27.8,0.0
2022-06-07,Mumbai,32.8,28.0,1.0
2022-06-08,Mumbai,31.9,27.2,2.5
2022-06-09,Mumbai,31.2,26.8,7.3
2022-06-10,Mumbai,30.9,26.7,13.8
2022-06-11,Mumbai,29.9,25.7,25.2
2022-06-12,Mumbai,28.5,25.8,15.9
2022-06-13,Mumbai,29.7,25.3,8.0
2022-06-14,Mumbai,30.6,25.7,2.5
2022-06-15,Mumbai,30.2,26.4,6.1
2022-06-16,Mumbai,30.2,25.9,5.1
2022-06-17,Mumbai,29.9,26.1,3.0
2022-06-18,Mumbai,29.9,26.6,6.6
2022-06-19,Mumbai,28.5,25.4,36.7
2022-06-20,Mumbai,26.8,25.2,54.8
2022-06-21,Mumbai,28.0,24.9,23.0
2022-06-22,Mumbai,29.3,25.2,26.9
2022-06-23,Mumbai,28.8,24.8,46.8
2022-06-24,Mumbai,30.0,25.6,17.5
2022-06-25,Mumbai,29.4,25.6,15.6
2022-06-26,Mumbai,28.1,25.4,15.7
2022-06-27,Mumbai,28.4,25.5,31.7
2022-06-28,Mumbai,28.2,25.6,10.0
2022-06-29,Mumbai,28.5,25.8,16.0
2022-06-30,Mumbai,27.9,25.5,41.6
2022-07-01,Mumbai,26.5,25.0,43.4
2022-07-02,Mumbai,27.6,25.2,23.9
2022-07-03,Mumbai,27.4,25.0,20.5
2022-07-04,Mumbai,27.1,25.2,28.2
2022-07-05,Mumbai,26.6,25.3,55.5
2022-07-06,Mumbai,26.8,25.5,35.6
2022-07-07,Mumbai,27.2,25.8,37.2
2022-07-08,Mumbai,28.7,25.4,25.0
2022-07-09,Mumbai,27.0,24.6,37.8
2022-07-10,Mumbai,26.4,24.4,52.5
2022-07-11,Mumbai,25.7,23.3,79.9
2022-07-12,Mumbai,26.0,23.9,65.0
2022-07-13,Mumbai,26.0,24.5,68.3
2022-07-14,Mumbai,26.1,25.0,60.2
2022-07-15,Mumbai,28.2,25.7,25.3
2022-07-16,Mumbai,28.1,25.8,24.8
2022-07-17,Mumbai,28.9,25.8,10.3
2022-07-18,Mumbai,26.3,24.5,30.3
2022-07-19,Mumbai,26.6,24.4,34.3
2022-07-20,Mumbai,27.8,25.2,13.4
2022-07-21,Mumbai,28.0,25.2,6.0
2022-07-22,Mumbai,29.0,25.3,4.8
2022-07-23,Mumbai,27.0,24.9,28.2
2022-07-24,Mumbai,26.5,25.0,25.8
2022-07-25,Mumbai,28.1,25.0,10.2
2022-07-26,Mumbai,27.5,25.5,4.1
2022-07-27,Mumbai,28.4,25.2,6.5
2022-07-28,Mumbai,28.9,24.6,2.5
2022-07-29,Mumbai,29.4,25.7,1.1
2022-07-30,Mumbai,29.3,26.2,0.2
2022-07-31,Mumbai,29.1,25.7,2.0
2022-08-01,Mumbai,29.1,26.0,2.1
2022-08-02,Mumbai,29.3,25.9,2.8
2022-08-03,Mumbai,29.0,25.7,10.3
2022-08-04,Mumbai,28.6,25.5,13.6
2022-08-05,Mumbai,27.2,25.7,27.2
2022-08-06,Mumbai,27.7,25.3,33.7
2022-08-07,Mumbai,27.8,25.8,56.5
2022-08-08,Mumbai,27.3,25.7,32.6
2022-08-09,Mumbai,26.8,25.4,71.3
2022-08-10,Mumbai,27.4,25.6,37.6
2022-08-11,Mumbai,28.1,25.8,23.1
2022-08-12,Mumbai,28.1,25.3,16.1
2022-08-13,Mumbai,28.6,25.3,13.1
2022-08-14,Mumbai,28.3,24.9,11.0
2022-08-15,Mumbai,26.9,24.9,29.0
2022-08-16,Mumbai,26.3,25.0,64.1
2022-08-17,Mumbai,27.5,25.0,19.3
2022-08-18,Mumbai,27.8,25.0,10.5
2022-08-19,Mumbai,28.0,25.3,11.9
2022-08-20,Mumbai,28.0,25.4,6.2
2022-08-21,Mumbai,27.8,25.3,5.8
2022-08-22,Mumbai,27.3,25.2,9.1
2022-08-23,Mumbai,28.1,25.1,7.9
2022-08-24,Mumbai,28.0,24.9,7.8
2022-08-25,Mumbai,27.6,25.0,6.1
2022-08-26,Mumbai,28.0,24.4,2.2
2022-08-27,Mumbai,28.2,24.8,1.8
2022-08-28,Mumbai,28.1,24.7,2.0
2022-08-29,Mumbai,28.8,24.5,1.2
2022-08-30,Mumbai,29.5,25.4,0.6
2022-08-31,Mumbai,29.6,25.2,18.7
2022-09-01,Mumbai,29.0,25.2,1.7
2022-09-02,Mumbai,30.5,25.2,10.0
2022-09-03,Mumbai,30.0,25.8,0.9
2022-09-04,Mumbai,28.7,26.1,9.9
2022-09-05,Mumbai,29.1,26.1,1.8
2022-09-06,Mumbai,29.2,25.6,4.9
2022-09-07,Mumbai,30.2,25.4,20.1
2022-09-08,Mumbai,28.6,25.0,39.7
2022-09-09,Mumbai,29.7,25.1,27.0
2022-09-10,Mumbai,29.6,25.6,13.2
2022-09-11,Mumbai,29.3,25.0,25.5
2022-09-12,Mumbai,28.6,25.1,21.8
2022-09-13,Mumbai,26.8,25.1,51.7
2022-09-14,Mumbai,27.6,25.4,81.9
2022-09-15,Mumbai,27.9,25.4,68.7
2022-09-16,Mumbai,26.2,24.7,96.6
2022-09-17,Mumbai,27.5,24.4,36.6
2022-09-18,Mumbai,26.6,24.1,61.8
2022-09-19,Mumbai,27.9,24.3,2.9
2022-09-20,Mumbai,26.3,24.4,15.0
2022-09-21,Mumbai,27.1,24.3,12.3
2022-09-22,Mumbai,25.8,24.3,18.0
2022-09-23,Mumbai,28.2,24.2,4.0
2022-09-24,Mumbai,27.3,24.4,5.2
2022-09-25,Mumbai,27.5,24.4,4.7
2022-09-26,Mumbai,27.9,23.6,3.0
2022-09-27,Mumbai,28.1,23.9,0.9
2022-09-28,Mumbai,28.1,24.4,2.3
2022-09-29,Mumbai,28.1,24.1,2.0
2022-09-30,Mumbai,29.1,24.5,2.2
2022-10-01,Mumbai,28.0,23.4,10.3
2022-10-02,Mumbai,28.7,24.1,0.7
2022-10-03,Mumbai,28.7,24.3,0.6
2022-10-04,Mumbai,29.5,24.5,0.0
2022-10-05,Mumbai,30.1,25.0,2.4
2022-10-06,Mumbai,29.6,25.4,3.5
2022-10-07,Mumbai,27.1,24.5,27.7
2022-10-08,Mumbai,27.4,24.9,31.9
2022-10-09,Mumbai,29.0,25.3,1.1
2022-10-10,Mumbai,29.9,24.3,0.2
2022-10-11,Mumbai,30.0,24.5,11.1
2022-10-12,Mumbai,28.4,24.2,13.8
2022-10-13,Mumbai,29.8,24.0,2.1
2022-10-14,Mumbai,30.6,24.6,14.5
2022-10-15,Mumbai,32.0,24.1,0.9
2022-10-16,Mumbai,32.1,24.7,0.0
2022-10-17,Mumbai,30.0,25.1,6.4
2022-10-18,Mumbai,27.7,24.6,7.4
2022-10-19,Mumbai,29.6,24.7,4.4
2022-10-20,Mumbai,29.7,24.2,0.7
2022-10-21,Mumbai,30.9,24.8,3.8
2022-10-22,Mumbai,30.5,24.8,1.3
2022-10-23,Mumbai,31.5,22.8,0.0
2022-10-24,Mumbai,30.7,20.5,0.0
2022-10-25,Mumbai,30.1,21.4,0.0
2022-10-26,Mumbai,30.6,21.0,0.0
2022-10-27,Mumbai,30.7,21.2,0.0
2022-10-28,Mumbai,31.2,20.7,0.0
2022-10-29,Mumbai,31.9,20.6,0.0
2022-10-30,Mumbai,31.9,20.4,0.0
2022-10-31,Mumbai,31.9,20.6,0.0
2022-11-01,Mumbai,31.6,21.1,0.0
2022-11-02,Mumbai,31.7,21.2,0.0
2022-11-03,Mumbai,33.4,20.7,0.0
2022-11-04,Mumbai,33.5,21.1,0.0
2022-11-05,Mumbai,33.4,21.1,0.0
2022-11-06,Mumbai,33.1,21.1,0.0
2022-11-07,Mumbai,31.9,19.9,0.0
2022-11-08,Mumbai,32.4,21.1,0.0
2022-11-09,Mumbai,31.8,21.2,0.0
2022-11-10,Mumbai,32.5,21.5,0.0
2022-11-11,Mumbai,33.2,21.2,0.0
2022-11-12,Mumbai,33.1,22.1,0.0
2022-11-13,Mumbai,32.9,22.2,0.0
2022-11-14,Mumbai,32.6,21.7,0.0
2022-11-15,Mumbai,31.6,21.7,0.0
2022-11-16,Mumbai,32.3,21.7,0.0
2022-11-17,Mumbai,32.5,21.7,0.0
2022-11-18,Mumbai,31.8,21.8,0.0
2022-11-19,Mumbai,31.5,20.9,0.0
2022-11-20,Mumbai,30.4,19.7,0.0
2022-11-21,Mumbai,29.9,18.4,0.0
2022-11-22,Mumbai,30.9,18.9,0.0
2022-11-23,Mumbai,31.5,21.5,0.0
2022-11-24,Mumbai,31.4,20.7,0.0
2022-11-25,Mumbai,32.0,21.1,0.0
2022-11-26,Mumbai,32.2,22.5,0.0
2022-11-27,Mumbai,30.7,22.2,0.0
2022-11-28,Mumbai,30.3,20.5,0.0
2022-11-29,Mumbai,29.9,19.7,0.0
2022-11-30,Mumbai,32.2,20.7,0.0
2022-12-01,Mumbai,32.6,21.2,0.0
2022-12-02,Mumbai,32.1,19.7,0.0
2022-12-03,Mumbai,31.2,20.1,0.0
2022-12-04,Mumbai,32.4,22.1,0.0
2022-12-05,Mumbai,31.8,23.0,0.0
2022-12-06,Mumbai,32.3,23.6,0.0
2022-12-07,Mumbai,32.2,22.7,0.0
2022-12-08,Mumbai,31.4,21.1,0.0
2022-12-09,Mumbai,30.4,20.2,0.0
2022-12-10,Mumbai,31.5,18.1,0.0
2022-12-11,Mumbai,31.0,18.8,0.0
2022-12-12,Mumbai,32.0,21.9,0.0
2022-12-13,Mumbai,32.5,24.4,0.0
2022-12-14,Mumbai,32.2,25.6,0.2
2022-12-15,Mumbai,31.8,24.5,0.0
2022-12-16,Mumbai,33.4,23.7,0.0
2022-12-17,Mumbai,33.6,23.9,0.0
2022-12-18,Mumbai,33.4,24.9,0.0
2022-12-19,Mumbai,31.4,23.7,0.0
2022-12-20,Mumbai,30.5,21.5,0.0
2022-12-21,Mumbai,31.1,20.4,0.0
2022-12-22,Mumbai,31.1,20.2,0.0
2022-12-23,Mumbai,29.6,21.1,0.0
2022-12-24,Mumbai,28.9,19.2,0.0
2022-12-25,Mumbai,27.7,16.5,0.0
2022-12-26,Mumbai,28.1,16.2,0.0
2022-12-27,Mumbai,29.8,17.6,0.0
2022-12-28,Mumbai,30.4,18.3,0.0
2022-12-29,Mumbai,30.7,18.5,0.0
2022-12-30,Mumbai,30.7,18.4,0.0
2022-12-31,Mumbai,29.5,19.6,0.0
2023-01-01,Mumbai,27.4,16.5,0.0
2023-01-02,Mumbai,29.3,16.6,0.0
2023-01-03,Mumbai,29.3,17.1,0.0
2023-01-04,Mumbai,28.7,17.2,0.0
2023-01-05,Mumbai,29.9,19.5,0.0
2023-01-06,Mumbai,31.7,20.5,0.0
2023-01-07,Mumbai,32.1,22.5,0.0
2023-01-08,Mumbai,31.5,21.4,0.0
2023-01-09,Mumbai,30.8,19.0,0.0
2023-01-10,Mumbai,31.2,17.3,0.0
2023-01-11,Mumbai,29.5,16.2,0.0
2023-01-12,Mumbai,28.3,16.8,0.0
2023-01-13,Mumbai,26.7,19.6,0.0
2023-01-14,Mumbai,26.1,15.9,0.0
2023-01-15,Mumbai,25.9,14.9,0.0
2023-01-16,Mumbai,25.8,14.7,0.0
2023-01-17,Mumbai,27.1,16.1,0.0
2023-01-18,Mumbai,29.4,15.2,0.0
2023-01-19,Mumbai,28.1,16.4,0.0
2023-01-20,Mumbai,27.6,17.0,0.0
2023-01-21,Mumbai,27.4,17.8,0.0
2023-01-22,Mumbai,27.0,18.1,0.0
2023-01-23,Mumbai,25.8,16.8,0.0
2023-01-24,Mumbai,25.6,16.8,0.0
2023-01-25,Mumbai,26.6,17.4,0.0
2023-01-26,Mumbai,27.4,18.2,0.0
2023-01-27,Mumbai,32.7,20.5,0.0
2023-01-28,Mumbai,30.9,19.8,0.0
2023-01-29,Mumbai,26.0,21.7,1.0
2023-01-30,Mumbai,28.1,20.1,0.0
2023-01-31,Mumbai,30.5,21.3,0.0
2023-02-01,Mumbai,33.6,23.3,0.0
2023-02-02,Mumbai,34.0,23.4,0.0
2023-02-03,Mumbai,32.4,21.1,0.0
2023-02-04,Mumbai,31.8,18.8,0.0
2023-02-05,Mumbai,31.0,19.8,0.0
2023-02-06,Mumbai,29.5,18.0,0.0
2023-02-07,Mumbai,31.4,19.3,0.0
2023-02-08,Mumbai,31.3,17.7,0.0
2023-02-09,Mumbai,33.8,19.3,0.0
2023-02-10,Mumbai,31.6,18.6,0.0
2023-02-11,Mumbai,31.8,17.9,0.0
2023-02-12,Mumbai,32.8,17.7,0.0
2023-02-13,Mumbai,33.9,22.0,0.0
2023-02-14,Mumbai,33.1,19.9,0.0
2023-02-15,Mumbai,33.2,17.9,0.0
2023-02-16,Mumbai,35.0,20.7,0.0
2023-02-17,Mumbai,34.3,21.7,0.0
2023-02-18,Mumbai,35.0,19.3,0.0
2023-02-19,Mumbai,35.7,18.7,0.0
2023-02-20,Mumbai,31.0,19.2,0.0
2023-02-21,Mumbai,32.1,19.2,0.0
2023-02-22,Mumbai,30.1,19.5,0.0
2023-02-23,Mumbai,33.0,20.0,0.0
2023-02-24,Mumbai,34.4,21.3,0.0
2023-02-25,Mumbai,34.0,21.8,0.0
2023-02-26,Mumbai,34.9,20.5,0.0
2023-02-27,Mumbai,34.9,22.2,0.0
2023-02-28,Mumbai,33.3,19.7,0.0
2023-03-01,Mumbai,32.8,20.5,0.0
2023-03-02,Mumbai,35.2,21.5,0.0
2023-03-03,Mumbai,33.8,21.4,0.0
2023-03-04,Mumbai,34.3,22.0,0.0
2023-03-05,Mumbai,36.3,22.8,0.0
2023-03-06,Mumbai,36.4,24.5,0.1
2023-03-07,Mumbai,36.1,24.0,0.0
2023-03-08,Mumbai,35.4,23.1,0.0
2023-03-09,Mumbai,36.7,23.3,0.0
2023-03-10,Mumbai,35.3,24.2,0.0
2023-03-11,Mumbai,36.9,22.1,0.0
2023-03-12,Mumbai,37.8,23.3,0.0
2023-03-13,Mumbai,37.5,24.2,0.0
2023-03-14,Mumbai,36.7,23.3,0.0
2023-03-15,Mumbai,34.8,23.4,0.0
2023-03-16,Mumbai,32.4,22.9,13.3
2023-03-17,Mumbai,30.8,22.5,0.7
2023-03-18,Mumbai,30.9,24.2,0.0
2023-03-19,Mumbai,29.9,22.8,0.0
2023-03-20,Mumbai,29.6,23.4,0.0
2023-03-21,Mumbai,29.1,21.9,0.7
2023-03-22,Mumbai,30.2,22.7,0.0
2023-03-23,Mumbai,30.2,22.9,0.4
2023-03-24,Mumbai,30.3,22.5,0.0
2023-03-25,Mumbai,29.8,21.2,0.0
2023-03-26,Mumbai,29.7,20.5,0.0
2023-03-27,Mumbai,29.9,21.0,0.0
2023-03-28,Mumbai,30.0,22.5,0.0
2023-03-29,Mumbai,30.0,22.0,0.0
2023-03-30,Mumbai,29.6,22.8,0.2
2023-03-31,Mumbai,29.5,23.8,0.4
2023-04-01,Mumbai,30.1,22.4,0.0
2023-04-02,Mumbai,30.2,22.3,0.0
2023-04-03,Mumbai,30.2,22.8,0.0
2023-04-04,Mumbai,30.9,23.2,0.0
2023-04-05,Mumbai,31.1,22.0,0.0
2023-04-06,Mumbai,33.2,23.5,0.0
2023-04-07,Mumbai,34.2,25.4,0.0
2023-04-08,Mumbai,35.2,25.7,0.0
2023-04-09,Mumbai,35.9,25.7,0.0
2023-04-10,Mumbai,36.0,26.2,0.0
2023-04-11,Mumbai,35.0,26.6,0.0
2023-04-12,Mumbai,35.8,26.7,0.0
2023-04-13,Mumbai,35.3,27.3,0.0
2023-04-14,Mumbai,35.3,26.8,0.0
2023-04-15,Mumbai,35.3,25.3,0.0
2023-04-16,Mumbai,34.2,24.2,0.0
2023-04-17,Mumbai,34.2,24.6,0.0
2023-04-18,Mumbai,37.3,26.4,0.0
2023-04-19,Mumbai,36.6,28.3,0.0
2023-04-20,Mumbai,35.0,26.3,0.0
2023-04-21,Mumbai,32.4,24.3,0.0
2023-04-22,Mumbai,31.7,23.9,0.0
2023-04-23,Mumbai,31.7,24.5,0.0
2023-04-24,Mumbai,32.4,24.6,0.0
2023-04-25,Mumbai,32.8,25.2,0.0
2023-04-26,Mumbai,31.5,26.0,0.0
2023-04-27,Mumbai,32.0,25.3,0.0
2023-04-28,Mumbai,32.0,25.6,0.0
2023-04-29,Mumbai,31.7,26.2,0.4
2023-04-30,Mumbai,31.6,24.5,0.5
2023-05-01,Mumbai,31.7,24.8,2.1
2023-05-02,Mumbai,31.6,25.3,0.7
2023-05-03,Mumbai,31.9,25.7,0.0
2023-05-04,Mumbai,31.7,24.9,0.5
2023-05-05,Mumbai,32.4,25.1,0.4
2023-05-06,Mumbai,32.0,25.3,0.1
2023-05-07,Mumbai,30.1,25.5,8.2
2023-05-08,Mumbai,32.4,27.7,0.5
2023-05-09,Mumbai,33.1,27.8,0.0
2023-05-10,Mumbai,34.1,27.4,0.0
2023-05-11,Mumbai,34.6,26.4,0.0
2023-05-12,Mumbai,34.1,27.6,0.0
2023-05-13,Mumbai,33.4,27.8,0.0
2023-05-14,Mumbai,33.3,27.4,0.0
2023-05-15,Mumbai,33.3,28.3,0.5
2023-05-16,Mumbai,33.7,27.8,0.3
2023-05-17,Mumbai,33.5,27.5,0.0
2023-05-18,Mumbai,33.3,27.2,0.1
2023-05-19,Mumbai,33.6,26.9,0.2
2023-05-20,Mumbai,32.7,27.7,0.0
2023-05-21,Mumbai,33.0,27.8,0.0
2023-05-22,Mumbai,33.1,27.2,0.0
2023-05-23,Mumbai,33.6,26.5,0.0
2023-05-24,Mumbai,33.4,27.4,0.0
2023-05-25,Mumbai,33.4,28.3,0.0
2023-05-26,Mumbai,32.8,29.1,2.0
2023-05-27,Mumbai,33.8,28.4,0.0
2023-05-28,Mumbai,33.9,28.3,0.0
2023-05-29,Mumbai,33.7,28.0,0.0
2023-05-30,Mumbai,34.0,27.3,0.0
2023-05-31,Mumbai,34.6,28.0,0.0
2023-06-01,Mumbai,33.6,27.2,0.0
2023-06-02,Mumbai,33.5,28.1,0.0
2023-06-03,Mumbai,34.7,29.1,0.1
2023-06-04,Mumbai,33.7,29.1,0.8
2023-06-05,Mumbai,33.3,28.7,0.4
2023-06-06,Mumbai,33.9,28.9,0.1
2023-06-07,Mumbai,33.6,28.8,0.0
2023-06-08,Mumbai,34.2,29.5,0.8
2023-06-09,Mumbai,33.2,28.3,4.0
2023-06-10,Mumbai,33.3,27.8,3.6
2023-06-11,Mumbai,32.8,25.8,3.8
2023-06-12,Mumbai,32.4,26.4,5.3
2023-06-13,Mumbai,31.2,26.4,5.6
2023-06-14,Mumbai,30.4,25.9,2.8
2023-06-15,Mumbai,32.0,28.3,2.8
2023-06-16,Mumbai,31.4,27.4,4.6
2023-06-17,Mumbai,31.5,27.3,6.6
2023-06-18,Mumbai,31.2,27.7,4.6
2023-06-19,Mumbai,31.5,27.8,2.4
2023-06-20,Mumbai,31.6,27.6,1.1
2023-06-21,Mumbai,31.7,27.7,2.9
2023-06-22,Mumbai,31.7,27.6,1.9
2023-06-23,Mumbai,30.9,26.8,2.9
2023-06-24,Mumbai,29.4,25.3,20.7
2023-06-25,Mumbai,27.6,25.6,32.9
2023-06-26,Mumbai,26.8,25.3,23.2
2023-06-27,Mumbai,27.2,24.8,23.2
2023-06-28,Mumbai,27.9,25.7,45.7
2023-06-29,Mumbai,26.9,25.5,50.0
2023-06-30,Mumbai,26.9,25.4,55.8
2023-07-01,Mumbai,28.3,25.0,40.5
2023-07-02,Mumbai,28.5,25.5,34.7
2023-07-03,Mumbai,29.0,26.2,8.6
2023-07-04,Mumbai,29.3,25.5,48.3
2023-07-05,Mumbai,28.4,25.3,35.9
2023-07-06,Mumbai,27.1,25.0,97.5
2023-07-07,Mumbai,27.9,25.6,50.7
2023-07-08,Mumbai,29.8,25.6,13.0
2023-07-09,Mumbai,29.3,25.4,10.8
2023-07-10,Mumbai,28.8,26.1,3.5
2023-07-11,Mumbai,29.7,25.5,4.3
2023-07-12,Mumbai,27.1,25.2,12.2
2023-07-13,Mumbai,27.4,24.8,10.9
2023-07-14,Mumbai,27.5,25.4,32.7
2023-07-15,Mumbai,27.5,25.0,16.7
2023-07-16,Mumbai,28.0,24.7,30.5
2023-07-17,Mumbai,27.5,24.8,63.8
2023-07-18,Mumbai,26.5,25.5,67.7
2023-07-19,Mumbai,27.4,25.6,44.8
2023-07-20,Mumbai,28.0,25.6,36.4
2023-07-21,Mumbai,27.6,25.5,40.9
2023-07-22,Mumbai,26.5,25.2,42.7
2023-07-23,Mumbai,27.8,25.5,34.8
2023-07-24,Mumbai,28.2,25.4,58.2
2023-07-25,Mumbai,27.3,25.3,44.1
2023-07-26,Mumbai,27.2,24.9,93.9
2023-07-27,Mumbai,27.3,25.4,90.9
2023-07-28,Mumbai,27.2,25.1,49.8
2023-07-29,Mumbai,28.9,25.4,12.3
2023-07-30,Mumbai,28.9,25.8,9.3
2023-07-31,Mumbai,28.6,25.6,9.9
2023-08-01,Mumbai,29.0,25.4,6.1
2023-08-02,Mumbai,28.7,24.6,15.1
2023-08-03,Mumbai,28.9,26.0,6.3
2023-08-04,Mumbai,28.5,26.6,2.5
2023-08-05,Mumbai,29.4,25.8,3.8
2023-08-06,Mumbai,28.9,26.3,2.8
2023-08-07,Mumbai,29.1,26.0,2.2
2023-08-08,Mumbai,29.2,26.1,2.3
2023-08-09,Mumbai,29.2,25.8,3.0
2023-08-10,Mumbai,28.5,26.0,7.3
2023-08-11,Mumbai,29.1,25.6,3.7
2023-08-12,Mumbai,27.3,24.2,5.4
2023-08-13,Mumbai,29.3,25.5,5.0
2023-08-14,Mumbai,29.5,25.9,2.6
2023-08-15,Mumbai,28.3,26.3,3.5
2023-08-16,Mumbai,29.1,25.3,4.5
2023-08-17,Mumbai,29.4,25.1,3.5
2023-08-18,Mumbai,29.0,25.7,2.0
2023-08-19,Mumbai,28.8,25.7,4.1
2023-08-20,Mumbai,28.0,25.1,10.5
2023-08-21,Mumbai,28.8,24.7,3.8
2023-08-22,Mumbai,28.8,25.1,6.1
2023-08-23,Mumbai,29.5,25.3,3.8
2023-08-24,Mumbai,28.9,25.7,6.5
2023-08-25,Mumbai,28.6,25.0,6.2
2023-08-26,Mumbai,28.0,24.4,14.3
2023-08-27,Mumbai,27.9,24.2,15.1
2023-08-28,Mumbai,27.7,24.9,4.1
2023-08-29,Mumbai,28.8,25.0,3.6
2023-08-30,Mumbai,29.4,24.5,0.7
2023-08-31,Mumbai,30.2,24.8,0.7
2023-09-01,Mumbai,30.6,24.2,1.2
2023-09-02,Mumbai,28.8,25.0,2.6
2023-09-03,Mumbai,29.2,25.2,10.0
2023-09-04,Mumbai,29.6,24.0,2.2
2023-09-05,Mumbai,29.3,24.8,2.4
2023-09-06,Mumbai,30.0,26.1,1.0
2023-09-07,Mumbai,28.4,25.1,10.2
2023-09-08,Mumbai,28.2,25.8,50.6
2023-09-09,Mumbai,29.1,25.7,15.9
2023-09-10,Mumbai,29.2,25.7,5.5
2023-09-11,Mumbai,28.9,25.1,4.7
2023-09-12,Mumbai,29.3,24.7,4.7
2023-09-13,Mumbai,28.5,25.1,3.6
2023-09-14,Mumbai,28.9,24.2,2.2
2023-09-15,Mumbai,29.4,24.9,2.1
2023-09-16,Mumbai,28.6,25.2,7.3
2023-09-17,Mumbai,29.3,25.4,8.2
2023-09-18,Mumbai,27.3,24.7,30.9
2023-09-19,Mumbai,28.5,25.3,12.3
2023-09-20,Mumbai,28.3,25.6,11.1
2023-09-21,Mumbai,28.3,25.6,20.7
2023-09-22,Mumbai,28.2,25.0,14.9
2023-09-23,Mumbai,28.7,25.3,35.3
2023-09-24,Mumbai,28.3,24.5,15.3
2023-09-25,Mumbai,28.5,24.5,17.7
2023-09-26,Mumbai,29.2,24.3,4.4
2023-09-27,Mumbai,29.3,24.3,21.0
2023-09-28,Mumbai,30.1,24.2,22.6
2023-09-29,Mumbai,30.7,25.8,25.9
2023-09-30,Mumbai,32.6,25.0,13.2
2023-10-01,Mumbai,31.0,26.9,0.8
2023-10-02,Mumbai,29.3,24.2,3.2
2023-10-03,Mumbai,29.8,25.7,0.1
2023-10-04,Mumbai,30.0,24.0,2.9
2023-10-05,Mumbai,30.6,24.3,0.1
2023-10-06,Mumbai,30.0,24.7,0.7
2023-10-07,Mumbai,30.5,24.2,0.2
2023-10-08,Mumbai,31.6,24.7,0.3
